Excel Name,Excel Affiliation,Excel Country,Candidate ORCID,API Name,API Affiliation,API Country,Name Score,Affiliation Score,Country Match,Overall Score,Recommendation,Sources
Bekir Berkcan,Artvin Coruh University,Türkiye (TR),0000-0001-8061-8131,Berkcan Doğan,Institute of Health Sciences Department of Translational Medicine Bursa Uludag University  Bursa Türkiye,,53.8,60.9,No,42.8,NO_MATCH,Crossref
Bekir Berkcan,Artvin Coruh University,Türkiye (TR),0000-0002-5695-1513,Bekir Berkcan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Bekir Berkcan,Artvin Coruh University,Türkiye (TR),0000-0003-2346-5495,Berkcan Akpinar,,,78.6,0,No,31.4,NO_MATCH,Crossref
Dominykas Svedas,,,0000-0003-0562-2338,Dominykas Šlikas,,,81.2,0,No,32.5,NO_MATCH,Crossref
Andrei Damascan,Academia De Studii Economice Din Bucuresti,Romania (RO),0009-0009-2568-1272,Andrei Damascan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0001-9228-7712,YE ZHANG,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0002-7007-4895,ye zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0003-0665-5705,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0002-8184-2829,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0001-8888-5533,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0003-0702-3558,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0002-2728-1629,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0003-1475-1932,ye zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0002-3254-7065,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0002-4123-102X,Ye Zhang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ye Zhang,,,0000-0002-7376-6547,Ye Zhang,Shandong University,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0009-0000-4883-8097,Ye Zhang,The Affiliated Yongchuan Hospital of Chongqing Medical University,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0002-6715-7884,Ye Zhang,First Affiliated Hospital of Zhengzhou University,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0002-1546-5930,Ye Zhang,Changchun University of Chinese Medicine,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0003-1827-2752,Ye Zhang,Nankai University,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0001-8721-4535,Ye Zhang,Beijing Health Vocational College,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0002-8649-582X,Ye Zhang,Cell Technology (China),HK,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0001-7433-1820,Ye Zhang,Guilin Medical University,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0002-2573-5471,Ye Zhang,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou),CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Ye Zhang,,,0000-0001-5953-2173,Ye Zhang,Taiyuan University of Technology,CN,100.0,0,No,40.0,NO_MATCH,OpenAlex
Anastas Dzurovski,University St Kliment Ohridski Bitola,North Macedonia (MK),0000-0002-2105-744X,Anastas Dzurovski,,MK,100.0,0,No,40.0,NO_MATCH,ORCID
Anastas Dzurovski,University St Kliment Ohridski Bitola,North Macedonia (MK),0000-0002-4580-1667,Anastas Vangeli,,,62.5,0,No,25.0,NO_MATCH,Crossref
Anila Çekrezi,“Aleksander Xhuvani” University - Faculty of Economy,Albania (AL),0000-0003-1438-2743,Anila Çekrezi,,,100.0,0,No,40.0,NO_MATCH,ORCID
Paraskevi Tsoutsa,University of Thessaly,Greece (EL),0000-0003-0019-1145,Paraskevi Tsoutsa,University of Thessaly,GR,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Paraskevi Tsoutsa,University of Thessaly,Greece (EL),0000-0003-1224-4144,Omiros Iatrellis,"Digital Systems Department, University of Thessaly, Greece",,42.4,100.0,No,52.0,LOW_CONFIDENCE,Crossref
Paraskevi Tsoutsa,University of Thessaly,Greece (EL),0000-0001-7999-4324,Vyron Damasiotis,"University of Thessaly, Greece",,42.4,100.0,No,52.0,LOW_CONFIDENCE,Crossref
Paraskevi Tsoutsa,University of Thessaly,Greece (EL),0000-0002-7729-2457,Panos Fitsilis,"Business Administration Department/School of Economic and Management Sciences, University of Thessaly, Greece",,32.3,100.0,No,47.9,NO_MATCH,Crossref
Paraskevi Tsoutsa,University of Thessaly,Greece (EL),0009-0000-4395-2579,Ioanna Chatzopoulou,"Business Administration, University of Thessaly, Greece",,27.8,100.0,No,46.1,NO_MATCH,Crossref
Paraskevi Tsoutsa,University of Thessaly,Greece (EL),0000-0003-3307-9264,Vasileios Kyriatzis,,,38.9,0,No,15.6,NO_MATCH,Crossref
Achraf Ayadi,ALTAVO PARTNERS,France (FR),0009-0004-2173-7201,ACHRAF AYADI,,,100.0,0,No,40.0,NO_MATCH,ORCID
Sujit (Bob) Chakravorti,,,0009-0006-7244-7145,Sujit Bob Chakravorti,,,95.5,0,No,38.2,NO_MATCH,ORCID
Xinwen Ni,,,0000-0002-6941-5453,Xinwen Ni,,,100.0,0,No,40.0,NO_MATCH,ORCID
Jola Harizaj,,,0009-0001-6934-8676,Blerina Harizaj,,,51.9,0,No,20.7,NO_MATCH,Crossref
Cal Muckley,University College Dublin,Ireland (IE),0000-0001-7534-0286,Cal B. Muckley,,,88.0,0,No,35.2,NO_MATCH,"ORCID, OpenAlex"
Sabrina Giordano,Universita Della Calabria,Italy (IT),0000-0002-3635-9440,Sabrina Giordano,University of Naples Federico II,IT,100.0,60.5,No,61.2,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Sabrina Giordano,Universita Della Calabria,Italy (IT),0000-0001-7046-6146,sabrina giordano,,,100.0,0,No,40.0,NO_MATCH,ORCID
Sabrina Giordano,Universita Della Calabria,Italy (IT),0000-0002-7105-1740,Sabrina Giordano,,,100.0,0,No,40.0,NO_MATCH,ORCID
Sabrina Giordano,Universita Della Calabria,Italy (IT),0009-0000-1484-4579,Sabrina Kitina Giordano,,,82.1,0,No,32.8,NO_MATCH,ORCID
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0009-0006-5284-1460,Juliana Imeraj,Aleksandër Moisiu University,AL,100.0,75.0,No,66.2,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0009-0000-7129-8148,Luljeta Gjoni,University “Aleksandër Moisiu”,,37.0,90.0,No,46.3,NO_MATCH,Crossref
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0009-0008-5742-0926,Natasha Hoda,University “Aleksandër Moisiu”,,30.8,90.0,No,43.8,NO_MATCH,Crossref
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0000-0002-7877-3906,Gent Imeraj,,,48.0,0,No,19.2,NO_MATCH,Crossref
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0000-0002-5679-4829,Vlora Prenaj,,,46.2,0,No,18.5,NO_MATCH,Crossref
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0000-0001-9906-5004,Maaruf Ali,,,41.7,0,No,16.7,NO_MATCH,Crossref
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0009-0007-7862-8614,Elvira Caka,,,40.0,0,No,16.0,NO_MATCH,Crossref
Juliana Imeraj,Universiteti “Aleksandër Moisiu” Durrës - Faculty of Business,Albania (AL),0009-0006-5211-2081,Gjon Gjonlleshaj,,,33.3,0,No,13.3,NO_MATCH,Crossref
Maria Vojtasova,Ekonomicka Univerzita V Bratislave,Slovakia (SK),0009-0008-8475-3451,Mária Vojtasová,Bratislava University of Economics and Business,SK,100.0,47.1,No,56.5,LOW_CONFIDENCE,OpenAlex
Maria Vojtasova,Ekonomicka Univerzita V Bratislave,Slovakia (SK),0000-0002-7105-3527,Thomas Pratt,,,44.4,0,No,17.8,NO_MATCH,Crossref
Maria Vojtasova,Ekonomicka Univerzita V Bratislave,Slovakia (SK),0000-0003-1046-0601,Shamith A. Samarajiwa,,,44.4,0,No,17.8,NO_MATCH,Crossref
Maria Vojtasova,Ekonomicka Univerzita V Bratislave,Slovakia (SK),0000-0001-9112-3257,Vassiliki Fotaki,,,38.7,0,No,15.5,NO_MATCH,Crossref
Maria Vojtasova,Ekonomicka Univerzita V Bratislave,Slovakia (SK),0000-0001-6428-0492,Steven M. Pollard,,,37.5,0,No,15.0,NO_MATCH,Crossref
Vijay Marisetty,,,NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Zhdanova Lleshaj,n'Arte sh.p.k.,Albania (AL),0000-0002-0667-0713,Sashenka Lleshaj,,,68.8,0,No,27.5,NO_MATCH,Crossref
Zhdanova Lleshaj,n'Arte sh.p.k.,Albania (AL),0000-0002-7871-9176,Llesh Lleshaj,,,55.2,0,No,22.1,NO_MATCH,Crossref
Zhdanova Lleshaj,n'Arte sh.p.k.,Albania (AL),0000-0003-1132-8549,Besa Shahini,,,50.0,0,No,20.0,NO_MATCH,Crossref
Zhdanova Lleshaj,n'Arte sh.p.k.,Albania (AL),0009-0006-8435-6451,Besiana Lika,,,35.7,0,No,14.3,NO_MATCH,Crossref
Zhdanova Lleshaj,n'Arte sh.p.k.,Albania (AL),0000-0002-5745-6629,Alban Korbi,,,29.6,0,No,11.9,NO_MATCH,Crossref
RongLin Zuo,Eötvös Loránd University,Hungary (HU),0000-0002-4875-2434,Ronglin Zuo,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-0083-1803,Yiting Liu,Zhejiang University,CN,100.0,76.5,No,66.8,LOW_CONFIDENCE,"ORCID, OpenAlex"
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0001-8078-6717,Yiting Liu,"University of California, San Diego",US,100.0,64.6,No,62.6,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-1498-5715,Yiting Liu,Peking University Cancer Hospital,CN,100.0,60.7,No,61.2,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0001-9368-3290,Yiting Liu,Xinjiang Medical University,CN,100.0,57.1,No,60.0,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-9839-396X,Yiting Liu,Kaohsiung Medical University,TW,100.0,55.8,No,59.5,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0009-0004-4143-0610,Yiting Liu,Beijing Academy of Quantum Information Sciences,CN,100.0,53.1,No,58.6,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0003-2362-8530,Yiting Liu,Second Xiangya Hospital of Central South University,CN,100.0,47.8,No,56.7,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0003-1837-0301,Yiting Liu,First Affiliated Hospital of Guangzhou Medical University,CN,100.0,47.8,No,56.7,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0009-0006-0620-3847,Yiting Liu,Cathay General Hospital,TW,100.0,39.1,No,53.7,LOW_CONFIDENCE,OpenAlex
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0001-7811-9472,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-7822-3787,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-3552-5347,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-7880-9112,yiting liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-9962-407X,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-5632-718X,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-8292-827X,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0009-0009-6736-3969,YITING LIU,,,100.0,0,No,40.0,NO_MATCH,ORCID
Yiting Liu,Bern University of Applied Sciences,Switzerland (CH),0000-0002-4254-0377,Yiting Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0001-9820-5105,Dimitra Giantsidi,"University of Edinburgh, Edinburgh, Scotland Uk",,56.2,54.2,No,41.5,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0003-5210-141X,Sofia Giantsidi,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0000-0001-5439-4357,Atsushi Koshiba,"Technical University of Munich, Munich, Germany",,53.3,51.6,No,39.4,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0000-0002-4368-7418,Manos Kapritsos,"University of Michigan, Michigan, USA",,33.3,53.8,No,32.2,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0000-6332-0448,Julian Pritzi,"Technical University of Munich (TUM), Munich, Germany",,35.7,48.4,No,31.2,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0000-0002-3220-5735,Pramod Bhatotia,"TU Munich &amp; University of Edinburgh, Munich, Germany",,33.3,48.4,No,30.3,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0000-0002-3667-3763,Dimitrios Stavrakakis,"TU Munich &amp; University of Edinburgh, Munich, Germany",,33.3,48.4,No,30.3,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0000-0002-9879-435X,Antonios Katsarakis,"Huawei Research, Edinburgh, United Kingdom",,41.2,38.7,No,30.0,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0005-1514-2997,Florin Dinu,"Huawei Munich Research Center, Munich, Germany",,38.5,38.7,No,28.9,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0000-0002-7571-0635,Shady Issa,"TU Munich, Munich, Germany",,40.0,35.9,No,28.6,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0006-0824-3818,Felix Gust,"Technical University of Munich, Munich, Germany",,24.0,51.6,No,27.7,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0000-7889-0144,Philip Sändig,"TU Munich, Munich, Germany",,35.7,35.9,No,26.8,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0000-3638-2969,Emmanouil Giortamis,"TU Munich, Munich, Germany",,35.3,35.9,No,26.7,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0000-2095-2242,Nathaniel Tornow,"TU Munich, Munich, Germany",,32.3,35.9,No,25.5,NO_MATCH,Crossref
Sofia Giantsidi,Universita Degli Studi Di Pavia,Italy (IT),0009-0005-8887-4101,Maurice Bailleu,"Huawei Research, Edinburgh, United Kingdom",,26.7,38.7,No,24.2,NO_MATCH,Crossref
Vlad Bolovaneanu,,,0009-0000-3660-4410,Vlad Bolovăneanu,Bucharest University of Economic Studies,RO,100.0,0,No,40.0,NO_MATCH,OpenAlex
Erhan Uluceviz,Gebze Technical University,Türkiye (TR),0000-0002-4496-8756,Erhan Uluceviz,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex, Crossref"
Francis Liu,Humboldt-Universität zu Berlin - International Research Training Group 1792,Germany (DE),0000-0001-5753-8037,francis liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Francis Liu,Humboldt-Universität zu Berlin - International Research Training Group 1792,Germany (DE),0009-0005-1829-7919,Francis Liu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Francis Liu,Humboldt-Universität zu Berlin - International Research Training Group 1792,Germany (DE),0000-0002-3571-7031,Francis Liu,,,100.0,0,No,40.0,NO_MATCH,"ORCID, OpenAlex"
Francis Liu,Humboldt-Universität zu Berlin - International Research Training Group 1792,Germany (DE),0009-0009-3975-5471,Francis Liu,,,100.0,0,No,40.0,NO_MATCH,OpenAlex
Veljko Milutinović,Indiana University Bloomington,United States (US),0000-0002-9380-5232,Veljko Milutinović,University of Belgrade,RS,100.0,63.6,No,62.3,LOW_CONFIDENCE,OpenAlex
Veljko Milutinović,Indiana University Bloomington,United States (US),0009-0007-2339-2755,Veljko Milutinović,,,100.0,0,No,40.0,NO_MATCH,ORCID
Laqiqige Zhu,Trinity College Dublin - Trinity Business School,Ireland (IE),0000-0001-7716-8811,Laqiqige Zhu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Laqiqige Zhu,Trinity College Dublin - Trinity Business School,Ireland (IE),0000-0001-8000-9942,Laqiqige Zhu,,,100.0,0,No,40.0,NO_MATCH,ORCID
Laqiqige Zhu,Trinity College Dublin - Trinity Business School,Ireland (IE),0000-0002-8441-0589,Zhu Zhu,"School of Education, Yunnan Open University, Kunming 650500, China",,42.1,43.8,No,32.2,NO_MATCH,Crossref
Laqiqige Zhu,Trinity College Dublin - Trinity Business School,Ireland (IE),0000-0002-0324-9042,Xudong Zhu,,,45.5,0,No,18.2,NO_MATCH,Crossref
Gerta Sauli,University of Tirana,Albania (AL),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Emirjan Metushi,Univeristy of Tirana - University of Tirana,Albania (AL),0000-0002-5589-2566,Eldi Metushi,,,74.1,0,No,29.6,NO_MATCH,Crossref
Emirjan Metushi,Univeristy of Tirana - University of Tirana,Albania (AL),0000-0003-2891-3832,Besime Ziberi,"AAB College, the Republic of Kosovo",,35.7,36.1,No,26.9,NO_MATCH,Crossref
Emirjan Metushi,Univeristy of Tirana - University of Tirana,Albania (AL),0000-0001-5471-2677,Andrea Fradeani,,,33.3,0,No,13.3,NO_MATCH,Crossref
Drita Seci,University of Tirana,Albania (AL),0000-0002-1992-2481,Drita Maroshi,,,69.6,0,No,27.8,NO_MATCH,Crossref
Mentor Cokaj,Polytechnical University of Tirana,Albania (AL),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Ledia Bozo,Tirana University - Faculty of Natural Sciences,Albania (AL),0000-0001-8230-4013,Ledia Bozo,,,100.0,0,No,40.0,NO_MATCH,ORCID
Ratmir Miftachov,Humboldt-Universität zu Berlin,Germany (DE),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0002-3695-2105,Mesut Karakaş,Yıldız Technical University,TR,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"OpenAlex, Crossref"
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0002-8971-678X,Mesut KARAHAN,USKUDAR UNIVERSITY,,84.6,77.4,No,60.9,LOW_CONFIDENCE,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0001-9987-9147,Mesut Karakaş,Milli Eğitim Bakanlığı,,100.0,32.4,No,51.4,LOW_CONFIDENCE,"ORCID, Crossref"
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0003-3012-340X,Taner TURAN,GEBZE TECHNICAL UNIVERSITY,,33.3,91.7,No,45.4,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0002-3590-3395,İnci KARAKAŞ,"ÜSKÜDAR ÜNİVERSİTESİ, SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU",,56.0,54.5,No,41.5,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0009-0005-1893-2011,Fatma Karakaş,Sivas Cumhuriyet Üniversitesi,,53.8,55.8,No,41.1,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0003-2389-8231,Rüştü UÇAN,ÜSKÜDAR ÜNİVERSİTESİ,,34.8,66.7,No,37.2,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0001-6208-7277,Nuri BİNGÖL,ÜSKÜDAR ÜNİVERSİTESİ,,16.7,66.7,No,30.0,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0003-2582-9993,Duygu Elma Karakaş,,,45.2,0,No,18.1,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0001-9929-021X,Mesut Namli,,,41.7,0,No,16.7,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0002-5234-0782,Cihan Kantar,,,32.0,0,No,12.8,NO_MATCH,Crossref
Mesut Karakaş,Yıldız Technical University,Türkiye (TR),0000-0003-1010-9563,Uğur Işik,,,27.3,0,No,10.9,NO_MATCH,Crossref
Stijn van der Pol,University of Twente,Netherlands (NL),0000-0002-7176-6308,Stijn Van Der Auwera,,,70.3,0,No,28.1,NO_MATCH,Crossref
Stijn van der Pol,University of Twente,Netherlands (NL),0000-0002-0161-8019,Stijn Peeters,,,53.3,0,No,21.3,NO_MATCH,ORCID
Stijn van der Pol,University of Twente,Netherlands (NL),0000-0002-9588-8561,Stijn Matthys,,,40.0,0,No,16.0,NO_MATCH,ORCID
Stijn van der Pol,University of Twente,Netherlands (NL),0000-0001-9056-7550,Pol Ghesquière,,,38.7,0,No,15.5,NO_MATCH,Crossref
Stijn van der Pol,University of Twente,Netherlands (NL),0000-0002-0093-698X,Jan Wouters,,,21.4,0,No,8.6,NO_MATCH,Crossref
Ferit Buyukkececi,Sigortam.net,Türkiye (TR),0000-0002-3763-2568,Zafer Buyukkececi,,,88.2,0,No,35.3,NO_MATCH,Crossref
Ferit Buyukkececi,Sigortam.net,Türkiye (TR),0000-0001-5692-8682,Beyda Çineli,University of Cologne Albertus‐Magnus‐Platz  Cologne Germany,,41.4,42.1,No,31.3,NO_MATCH,Crossref
Christian Spindler,Sustainaccount AG,Switzerland (CH),0000-0002-6504-486X,Christian Spindler,,,100.0,0,No,40.0,NO_MATCH,ORCID
Alexandra Conda,The Bucharest University of Economic Studies – ASE Bucuresti - Bucharest University of Economic Studies,Romania (RO),0000-0001-6290-5380,Alexandra Conda,,,100.0,0,No,40.0,NO_MATCH,ORCID
Alexandra Conda,The Bucharest University of Economic Studies – ASE Bucuresti - Bucharest University of Economic Studies,Romania (RO),0000-0002-3568-2545,Martin Conda-Sheridan,University of Nebraska Medical Center,,33.3,62.7,No,35.3,NO_MATCH,Crossref
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0001-8694-7016,Mai-Ha Phan,Ho Chi Minh City University of Technology,VN,84.2,49.2,No,50.9,LOW_CONFIDENCE,"ORCID, OpenAlex"
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0002-6280-6873,Hong Mai Phan,National Economics University,VN,76.2,44.8,No,46.2,NO_MATCH,"ORCID, OpenAlex"
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0009-0001-4009-9258,Mai Phan,,,100.0,0,No,40.0,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0002-3449-6978,Tuong-Anh Mai-Phan,Trường ĐH Nguyễn Tất Thành,VN,53.8,42.3,No,36.3,NO_MATCH,OpenAlex
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0009-0009-3003-4758,Mai Chi Phan,,,80.0,0,No,32.0,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0009-0004-8218-4663,Mai Chi Phan,,VN,80.0,0,No,32.0,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0009-0008-6713-3699,Mai Hong Phan,,,76.2,0,No,30.5,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0003-0865-2524,Hoang Mai Phan,,,72.7,0,No,29.1,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0002-4924-9857,Jenny Mai Phan,,,72.7,0,No,29.1,NO_MATCH,Crossref
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0001-9230-1852,Thi Tuyet Mai Phan,,,61.5,0,No,24.6,NO_MATCH,OpenAlex
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0001-8887-8210,Nguyen Mai Chi Phan,,VN,59.3,0,No,23.7,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0009-0002-4684-9555,Thanh-Mai Phan,,,45.5,0,No,18.2,NO_MATCH,ORCID
Mai Phan,Hochschule für Technik und Wirtschaft Berlin,Germany (DE),0000-0003-3708-2970,Son-Mai Phan,,,40.0,0,No,16.0,NO_MATCH,ORCID
Danijel Jevtic,Zurich University of Applied Sciences (ZHAW),Switzerland (CH),0009-0009-9594-9895,Filip Jevtic,"Matematički institut SANU, Beograd",,69.2,35.7,No,40.2,NO_MATCH,Crossref
Danijel Jevtic,Zurich University of Applied Sciences (ZHAW),Switzerland (CH),0000-0003-4419-5295,Danijel Ivajnšič,,,73.3,0,No,29.3,NO_MATCH,Crossref
Danijel Jevtic,Zurich University of Applied Sciences (ZHAW),Switzerland (CH),0000-0003-3515-6139,Danijel Davidovič,,,71.0,0,No,28.4,NO_MATCH,Crossref
Erlind Demolli,Zurich University of Applied Sciences (ZHAW),Switzerland (CH),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Fabrizio Raeli,Politecnico Milano,Italy (IT),0000-0001-8666-5350,Alice Raeli,"Department of Environment, Land and Infrastructure Engineering (DIATI), Politecnico di Torino, Corso Duca Degli Abruzzi 24, 10129 Torino, Italy",,64.0,77.8,No,52.8,LOW_CONFIDENCE,Crossref
Fabrizio Raeli,Politecnico Milano,Italy (IT),0000-0003-4991-9459,Candido Fabrizio Pirri,"Department of Applied Science and Technology (DISAT), Politecnico di Torino, Corso Duca Degli Abruzzi 24, 10129 Torino, Italy",,61.1,77.8,No,51.7,LOW_CONFIDENCE,Crossref
