Excel Name,Excel Affiliation,Excel Country,Candidate ORCID,API Name,API Affiliation,API Country,Name Score,Affiliation Score,Country Match,Overall Score,Recommendation,Sources
Alireza Khoshghadam,Jönköping International business school,Sweden (SE),0000-0003-3574-423X,Taleb Khodaveisi,"Department of Health Information Technology, School of Allied Medical Sciences, Hamadan University of Medical Sciences, Hamadan, Iran",,28.6,46.2,No,27.6,NO_MATCH,Crossref
Alireza Khoshghadam,Jönköping International business school,Sweden (SE),0000-0003-2651-6171,Rasool Azmoonfar,"Department of Radiology, School of Allied Medical Sciences, Hamadan University of Medical Sciences, Hamadan, Iran",,28.6,43.6,No,26.7,NO_MATCH,Crossref
Alireza Khoshghadam,Jönköping International business school,Sweden (SE),0000-0002-6261-9699,Leila Khoshghadam,,,61.1,0,No,24.4,NO_MATCH,Crossref
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0002-4521-5203,Sonia Granado Suárez,Universidad de Las Palmas de Gran Canaria,ES,65.0,88.9,No,57.1,LOW_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0002-2540-5042,Sonia María Suárez-Ortega,,ES,53.3,0,No,21.3,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0002-3070-0679,Sonia Suárez,,,50.0,0,No,20.0,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0001-7081-1165,SONIA  SUÁREZ ,,,50.0,0,No,20.0,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0001-8618-2041,Sonia Suárez,,,50.0,0,No,20.0,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0009-0002-5074-0827,Sonia Suárez,,,50.0,0,No,20.0,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0002-9699-7030,Sonia Morales Suárez,,,50.0,0,No,20.0,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0003-3709-6766,Sonia Suárez-Garaboa,,,50.0,0,No,20.0,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0009-0000-5922-8921,Sonia Milagros  Masfil Suárez,,,41.7,0,No,16.7,NO_MATCH,ORCID
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0003-3061-8349,Candelaria Castro Pérez,,,37.2,0,No,14.9,NO_MATCH,Crossref
Sonia Granado-Suárez,"University of Las Palmas de Gran Canaria - Faculty of Economics, Bussines and Tourism",Spain (ES),0000-0003-2631-5468,Mercedes Calvo Cruz,,,30.8,0,No,12.3,NO_MATCH,Crossref
Tudor Doman,Autoritatea de Supraveghere Financiară,Romania (RO),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0003-1323-1716,Emmanuel Eyiah-Donkor,University College Dublin,IE,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0001-9389-7678,EMMANUEL EYIAH-BOTWE,,,78.0,0,No,31.2,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0003-2342-2903,Emmanuel Donkor,,,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0001-6534-9156,Emmanuel Donkor,,GH,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0002-5000-7839,Emmanuel  Donkor,,,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0003-2128-4252,Emmanuel  Donkor,,,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0009-0009-7469-888X,Emmanuel  Donkor ,,,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0009-0005-8492-5856,Emmanuel Donkor,,,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0009-0006-5127-3115,Emmanuel Donkor,,,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0001-9279-1484,Emmanuel Donkor,,IE,44.4,0,No,17.8,NO_MATCH,ORCID
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0003-1156-5616,Valerio Potì,,,30.3,0,No,12.1,NO_MATCH,Crossref
Emmanuel Eyiah-Donkor,University College Dublin,Ireland (IE),0000-0002-9187-5173,Thomas Conlon,,,29.4,0,No,11.8,NO_MATCH,Crossref
Khawla Bouafia,Eötvös Loránd University,Hungary (HU),0000-0001-7653-2730,Khawla Bouafia,Eötvös Loránd University,HU,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex"
Khawla Bouafia,Eötvös Loránd University,Hungary (HU),0000-0001-5015-8883,Bálint Molnár,"Information Systems Department, Faculty of Informatics, Eötvös Loránd University (ELTE), 1117 Budapest, Hungary",,44.4,100.0,No,52.8,LOW_CONFIDENCE,Crossref
Khawla Bouafia,Eötvös Loránd University,Hungary (HU),0009-0004-6536-4697,Muntasir Jaodun,,,27.6,0,No,11.0,NO_MATCH,Crossref
Laviniu Chis,North West Regional Development Agency,Romania (RO),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Cosmin Curticapean,iFactor Brokerage SA,Romania (RO),0000-0001-7201-9905,Radu Curticapean,"IT University of Copenhagen, Denmark",,64.7,50.0,No,43.4,NO_MATCH,Crossref
Ana Armstrong,University of Greenwich,United Kingdom (UK),0000-0002-1071-8644,Heather Armstrong,,,60.0,0,No,24.0,NO_MATCH,Crossref
Ana Armstrong,University of Greenwich,United Kingdom (UK),0000-0001-9927-0358,Marina Daskalopoulou,,,36.4,0,No,14.5,NO_MATCH,Crossref
Ana Armstrong,University of Greenwich,United Kingdom (UK),0000-0001-6747-9851,Giovanni Villa,,,29.6,0,No,11.9,NO_MATCH,Crossref
Monika Gehde-Trapp,Eberhard Karls Universität Tübingen,Germany (DE),0000-0002-1466-5594,Monika Gehde-Trapp,,,100.0,0,No,40.0,NO_MATCH,ORCID
Hariton Korizis,BIOPIKILO SINGLE MEMBER PRIVATE COMPANY,Greece (EL),0009-0006-8462-2625,Natalia Hariton,,,60.0,0,No,24.0,NO_MATCH,Crossref
Sheetal Suman,Ibm United Kingdom Ltd,United Kingdom (UK),0000-0001-6322-5061,Suman Kumar,,,58.3,0,No,23.3,NO_MATCH,Crossref
Sheetal Suman,Ibm United Kingdom Ltd,United Kingdom (UK),0000-0002-1530-0140,Sheetal Kalyani,,,50.0,0,No,20.0,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0002-1731-9064,Mevlüt Altıntop,"ERCİYES ÜNİVERSİTESİ, SOSYAL BİLİMLER ENSTİTÜSÜ, GAZETECİLİK (DR)",,69.0,35.9,No,40.2,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0002-6854-1378,Apak Kerem Altıntop,"Department of Political Science and International Relations, Faculty of Political Sciences, International Institute for Genocide and Crimes Against Humanity, Istanbul University, Istanbul, Turkey",,60.6,45.0,No,40.0,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0001-8632-3385,Çiğdem Gülüzar Altıntop,"Department of Biomedical Engineering, Faculty of Engineering, Erciyes University, Kayseri 38280, Türkiye",,64.9,40.0,No,39.9,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0001-6694-378X,Nurcan Özgür Baklacıoğlu,"Department of Political Science and International Relations, Faculty of Political Sciences, Istanbul University, Istanbul, Turkey",,52.6,45.0,No,36.8,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0003-2252-0923,Zafer Kaplancıklı,"Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Anadolu University, Eskişehir 26470, Turkey",,38.7,42.1,No,30.2,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0002-8496-7424,Ayşe Resa Aydın,"Department of Physical Medicine and Rehabilitation, Istanbul Medical Faculty, Istanbul University, Istanbul, Turkey",,34.5,41.2,No,28.2,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0009-0003-2555-8510,Mehmet Altıntop,,,62.1,0,No,24.8,NO_MATCH,Crossref
Özgür Altıntop,YTU Yıldız Teknopark,Türkiye (TR),0000-0002-6471-7698,Elçin Istif Inci,"Department of Political Science and International Relations, Faculty of Political Sciences, Istanbul University, Istanbul, Turkey",,20.0,45.0,No,23.7,NO_MATCH,Crossref
Rubin Haxhiymeri,DigitSapiens,Albania (AL),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Ali Deran,Tarsus University,Türkiye (TR),0000-0001-5377-6740,Ali Deran,Tarsus University,TR,100.0,100.0,No,75.0,MEDIUM_CONFIDENCE,"ORCID, OpenAlex, Crossref"
Ali Deran,Tarsus University,Türkiye (TR),0000-0001-7300-1483,Nihal Yılmaz Uzun,Tarsus Üniversitesi,,30.8,97.0,No,46.2,NO_MATCH,Crossref
Ali Deran,Tarsus University,Türkiye (TR),0000-0002-0046-1638,Gizem DERAN,İSTANBUL AYDIN ÜNİVERSİTESİ,,50.0,66.7,No,43.3,NO_MATCH,Crossref
Ali Deran,Tarsus University,Türkiye (TR),0000-0003-2260-6321,Beyhan BELLER DİKMEN,"GİRESUN ÜNİVERSİTESİ, SOSYAL BİLİMLER MESLEK YÜKSEKOKULU",,34.5,76.5,No,40.6,NO_MATCH,Crossref
Ali Deran,Tarsus University,Türkiye (TR),0000-0002-9476-8592,Erkan UZUN,"ŞIRNAK ÜNİVERSİTESİ, SİLOPİ MESLEK YÜKSEKOKULU",,42.1,66.7,No,40.2,NO_MATCH,Crossref
Ali Deran,Tarsus University,Türkiye (TR),0000-0002-0211-869X,Filiz Özşahin Koç,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,,38.5,70.6,No,40.1,NO_MATCH,Crossref
Jacopo Capra,University College London,United Kingdom (UK),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Matilda Barrow,Thomson Reuters Group Limited,United Kingdom (UK),NO_CANDIDATES_FOUND,,,,,,,,NO_CANDIDATES,
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-1827-4355,Shuo Wang,University of Padua,IT,100.0,75.7,No,66.5,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-3032-8723,Shuo Wang,School of Electronic and Information Engineering Beihang University Beijing China,,100.0,71.7,No,65.1,LOW_CONFIDENCE,Crossref
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0003-1986-8507,Shuo Wang,Jiamusi University,CN,100.0,68.8,No,64.1,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-4098-7319,Shuo Wang,Capital Medical University,CN,100.0,65.0,No,62.8,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-7907-9676,Shuo Wang,Jilin Medical University,CN,100.0,63.2,No,62.1,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0003-4919-5390,Shuo Wang,Nanjing Medical University,CN,100.0,60.0,No,61.0,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-1390-9219,Shuo Wang,Washington University in St. Louis,US,100.0,57.7,No,60.2,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0009-0005-6393-4163,Shuo Wang,Qilu Hospital of Shandong University,CN,100.0,56.4,No,59.7,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-1530-1987,Shuo Wang,Shanghai Institute of Nutrition and Health,CN,100.0,50.0,No,57.5,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0001-8785-0443,Shuo Wang,China National Rice Research Institute,CN,100.0,35.6,No,52.4,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-2947-8783,Shuo Wang,Zhongshan Hospital,CN,100.0,34.8,No,52.2,LOW_CONFIDENCE,OpenAlex
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0003-1052-525X,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0003-2361-4454,shuo wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-0532-5053,shuo wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0001-5559-6807,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0001-8750-2246,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0003-4168-8422,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-7999-3310,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0001-6164-5310,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0003-1831-7244,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-7133-7562,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,ORCID
Shuo Wang,The University of Birmingham,United Kingdom (UK),0000-0002-4095-5253,Shuo Wang,,,100.0,0,No,40.0,NO_MATCH,Crossref
Eda Tabaku,University Aleksander Moisiu Durres,Albania (AL),0009-0000-4876-6927,Eda Tabaku,Aleksandër Moisiu University,,100.0,80.8,No,68.3,LOW_CONFIDENCE,"ORCID, Crossref"
Eda Tabaku,University Aleksander Moisiu Durres,Albania (AL),0000-0002-9150-2019,Rovena Vangjel,Aleksandër Moisiu University,,33.3,80.8,No,41.6,NO_MATCH,Crossref
Eda Tabaku,University Aleksander Moisiu Durres,Albania (AL),0000-0001-6020-744X,Ejona Duçi,Aleksandër Moisiu University,,30.0,80.8,No,40.3,NO_MATCH,Crossref
Eda Tabaku,University Aleksander Moisiu Durres,Albania (AL),0000-0001-8585-7836,Merjeme Zyko,Aleksandër Moisiu University,,27.3,80.8,No,39.2,NO_MATCH,Crossref
NOOR UL QAYYUM,Universite De Montpellier,France (FR),0009-0006-7417-8452,Noor Ul Qayyum,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-9618-6844,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-2606-4059,Aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-5013-6526,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-5713-0725,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-4083-6115,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-8265-8142,AAA AAA,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0003-4883-9385,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-7560-404X,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0001-9791-4068,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
aaa aaa,NONE,Norway (NO),0000-0002-1945-5836,aaa aaa,,,100.0,0,No,40.0,NO_MATCH,ORCID
